question,answer
E-SIM : Acheter ou Changer de Puce sans se déplacer,"La technologie évolue rapidement, et avec elle, les façons dont nous restons connectés. Une avancée significative dans le domaine des télécommunications est l'introduction de la eSIM, une alternative virtuelle à la traditionnelle SIM physique pour permettre aux clients d’avoir plusieurs sims dans leur téléphone. Orange, à la pointe de l'innovation, propose désormais à ses clients une expérience numérique sans précédent : acheter ou changer de puce sans quitter le confort de leur domicile. Les Avantages de la eSIM : La eSIM, disponible sur la boutique en ligne Orange (https://boutique.orange.sn/) , offre une série d'avantages révolutionnaires. La eSIM permet une gestion plus flexible des abonnements et des changements de forfaits. Plus besoin de se rendre en agence pour obtenir une nouvelle puce ou effectuer un changement d'abonnement. Tout se fait en ligne, offrant une simplicité inégalée. Commande Facile et Livraison à Domicile : Les clients de Jamono peuvent désormais commander leur SIM ou eSIM en quelques clics, directement sur le site internet de la boutique Orange. Cette démarche simple et intuitive leur permet d'éviter les files d'attente et les déplacements. De plus, Orange va plus loin en offrant la possibilité de recevoir la puce à domicile, éliminant ainsi toute contrainte de déplacement. Une solution adaptée à notre monde de plus en plus connecté. Coûts Abordables : La eSIM est proposée au prix de 2000F pour un nouvel abonnement ou un changement d'abonnement, tandis que la SIM physique est disponible à 500F. Livraison et Activation Facilitées : Le processus d'achat ne s'arrête pas à la commande en ligne. Orange assure également la livraison à domicile, avec des frais qui varient en fonction du lieu indiqué par le client. Cette démarche est non seulement pratique mais est également complétée par l'activation de la ligne lors de la livraison. Ainsi, les clients peuvent profiter instantanément de leur nouvelle puce sans avoir à attendre. Acheter ou changer de puce sans se déplacer devient une réalité grâce à la eSIM proposée par Orange. Cette avancée technologique offre aux clients une expérience numérique fluide et pratique. Pour en savoir plus et faire le basculement vers la eSIM ou acheter une SIM physique sans se déplacer, rendez-vous sur Boutique.orange.sn"
Quelles sont les fonctionnalités disponibles dans l’application Max It ?,"Avec Max It, Orange fusionne les fonctionnalités puissantes de ses applications phares, Orange et Moi, Orange Money, les services d'assistance d'Ibou, et la boutique en ligne dans une seule plateforme conviviale. Vous pouvez effectuer vos opérations mobiles : Achat de forfait mobiles, suivre la consommation de votre crédit et pass internet, Orange Money : Acheter des services, payer des factures, débloquer ou réinitialiser le code secret Orange Money, annuler une transaction etc. Tester l’éligibilité à la Fibre optique, consulter et télécharger les factures fixe, signaler et suivre un dérangement, faire une réclamation, acheter un pass Fly box – Box bi.Avec la mise à jour du 20 décembre 2023version 9.1.4 de votre application Max it est disponible. Elle introduit trois nouvelles fonctionnalités phares ainsi que des améliorations destinées à enrichir votre expérience utilisateur. Orange Money: Paiement par scan de QR code depuis l’appareil photo pour les transactions marchandes Optimisation de la gestion des contacts (amélioration du chargement des contacts lors des transferts) Paiement de ticket SETER : Fini l'attente en file à la gare pour payer votre ticket TER, Max it s'en charge désormais pour vous 😊 Fixe / Wifi: Historique des appels depuis un téléphone fixe Mobile: Achat d'illiflex et d'illimix pour les offres hybrides Réintégration de l'offre illimix 5500F (pour les clients ciblés)"
Est-ce que l’utilisation de l’application Max it est payante ?,L’utilisation de l’application Max it est totalement gratuite. Vous pouvez l’utiliser avec ou sans connexion (pass internet) pour accéder à vos offres et services. Il vous suffit juste d’être connecté sur un réseau internet mobile ou Wifi.
Comment télécharger l’application Max it ?,"L'application Max It est accessible à tous. Tous les clients Orange Prépayés, Kirène et Postpayés et ceux des autres opérateurs (Free, Expresso, ProMobile …) peuvent télécharger Max it sur le Playstore Android ou L’app store iOS sur les stores ou en cliquant sur Télécharger"
C’est quoi l’application Max it d'Orange,"Max it est la nouvelle application d’Orange qui vous permettra d’accéder à tout l’univers des offres et services mobiles et financiers au même endroit. C’est une fusion des applis Orange et Moi et Orange Money, elle intègre également les services d’assistance d’Ibou (Care) et la boutique en ligne Avec l’application Max it vous avez la possibilité d’accéder aux offres et services mobiles de Orange . Vous pouvez également gérer votre compte fixe (Wifi) ainsi que tous les services de Orange Money"
Comment Changer le Mot de Passe de Mon WiFi ?,"Changer le mot de passe de votre réseau WiFi est une étape importante pour maintenir la sécurité de votre connexion Internet et empêcher un accès non autorisé à votre réseau. Voici un guide simple et complet pour vous aider à changer le mot de passe de votre WiFi : 1. Accédez à l'Interface de Configuration du Routeur : Ouvrez un navigateur web sur votre ordinateur ou votre appareil mobile connecté au WiFi. Entrez l'adresse IP du routeur dans la barre d'adresse du navigateur. Cette adresse est généralement ""192.168.1.1"" ou ""192.168.0.1"". Si vous ne connaissez pas l'adresse IP de votre routeur, vous pouvez la trouver dans le manuel du routeur ou en contactant le support de Orange Sénégal 2. Connectez-vous au Routeur : Vous serez dirigé vers une page de connexion où vous devrez entrer le nom d'utilisateur et le mot de passe de votre routeur. Si vous ne les avez pas modifiés, les informations d'identification par défaut se trouvent généralement sur l'étiquette du routeur ou dans le manuel. Vous pouvez contacter l’assistance sur Orange Sénégal pour trouver les accès. 3. Trouvez l'Option de Changement de Mot de Passe : Une fois connecté à l'interface de configuration du routeur, recherchez l'option de changement de mot de passe WiFi. Cela peut être étiqueté comme ""Wireless Settings"", ""WiFi Settings"", ""Security"", ou quelque chose de similaire, selon la marque et le modèle de votre routeur. 4. Sélectionnez le Type de Sécurité : Choisissez le type de sécurité pour votre réseau WiFi. WPA2 (ou WPA3 si disponible) est recommandé pour une sécurité optimale. 5. Changez le Mot de Passe : Entrez le nouveau mot de passe dans le champ prévu à cet effet. Choisissez un mot de passe fort d’au moins huit caractères, composé d'une combinaison de lettres, de chiffres et de caractères spéciaux, pour renforcer la sécurité. 6. Sauvegardez les Modifications : Après avoir saisi le nouveau mot de passe, enregistrez les modifications en cliquant sur le bouton ""Enregistrer"", ""Appliquer"" ou une option similaire, généralement située en bas de la page. 7. Redémarrez le Routeur : Pour que les modifications prennent effet, redémarrez votre routeur en suivant les instructions fournies dans l'interface de configuration. Certains routeurs redémarreront automatiquement après avoir enregistré les modifications. Après avoir suivi ces étapes, votre réseau WiFi sera sécurisé avec le nouveau mot de passe que vous avez choisi. N'oubliez pas de mettre à jour le mot de passe sur tous les appareils connectés au WiFi, y compris les téléphones, les ordinateurs et les tablettes. En changeant régulièrement votre mot de passe WiFi, vous contribuez à maintenir la sécurité de votre réseau domestique. Pour toutes autre information, n'hésitez pas à contacter le service client sur Whatsapp au 771370101."
Que faire en Cas de Perte ou de Vol de Votre iPhone ?,"La perte ou le vol d'un iPhone peut être une expérience stressante, mais il existe des mesures que vous pouvez prendre pour protéger vos données et tenter de récupérer votre appareil. Voici une procédure étape par étape à suivre en cas de perte ou de vol de votre iPhone : 1. Localisez Votre iPhone : Si vous avez activé la fonction ""Localiser mon iPhone"" sur votre appareil et qu'il est connecté à Internet, vous pouvez essayer de le localiser à l'aide d'un autre appareil Apple ou via le site web iCloud. Vous pourrez ainsi voir sa dernière position connue sur une carte. 2. Verrouillez Votre iPhone : Si vous n'avez pas déjà verrouillé votre iPhone à distance, connectez-vous à votre compte iCloud et utilisez la fonction ""Localiser mon iPhone"" pour activer le mode Perdu. Cela verrouillera votre appareil avec un code PIN, affichera un message personnalisé sur l'écran de verrouillage et désactivera les paiements Apple Pay. 3. Changez Vos Mots de Passe : Si votre iPhone contient des applications avec des informations sensibles, changez les mots de passe de ces applications (comme les applications de messagerie, les réseaux sociaux, les services de messagerie, etc.) à partir d'un autre appareil. Cela empêchera toute personne malintentionnée d'accéder à vos comptes. 4. Signalez la Perte ou le Vol : Signalez immédiatement la perte ou le vol de votre iPhone aux autorités locales en donnant l’IMEI du téléphone et le numéro de la dernière carte SIM active sur le téléphone. Cela peut être nécessaire pour engager des procédures légales ou pour des raisons d'assurance. 5. Contactez Votre Opérateur : Contactez votre fournisseur de services mobiles et signalez la perte ou le vol de votre iPhone. Ils pourront suspendre temporairement votre numéro pour éviter tout usage non autorisé. 6. Effacez à Distance : Si vous ne pouvez pas récupérer votre iPhone et que vous craignez que vos données personnelles soient compromises, vous pouvez utiliser la fonction ""Effacer l'iPhone"" à distance via iCloud. Cela supprimera toutes les données de l'appareil et rétablira les paramètres d'usine. 7. Contactez Apple Support : Si vous avez des problèmes pour localiser, verrouiller ou effacer votre iPhone, contactez le support Apple pour obtenir de l'aide supplémentaire. Ils pourront vous guider à travers les étapes et vous fournir des conseils spécifiques. Prendre des mesures rapides et suivre ces étapes peut aider à protéger vos données et à minimiser les risques associés à la perte ou au vol de votre iPhone. N'oubliez pas d'être vigilant et de sécuriser vos appareils pour éviter de tels incidents à l'avenir."
Révolutionnez votre Expérience de Divertissement avec Wido TV,"L'univers du divertissement a connu une transformation significative ces dernières années grâce aux avancées technologiques qui ont ouvert de nouvelles portes passionnantes. Les consommateurs recherchent maintenant des expériences plus immersives, plus personnalisées et plus polyvalentes. C'est dans ce contexte que Orange Sénégal a mis en place Wido TV une plateforme de streaming émergente qui offre une expérience de divertissement novatrice qui révolutionne la manière dont nous consommons du contenu. La Fusion du Meilleur des Deux Mondes Les offres convergentes d'Orange ont ouvert la voie à un monde où la connectivité, la communication et le divertissement sont harmonieusement intégrés. En regroupant des services tels que la téléphonie mobile, l'accès Internet haut débit et la télévision, Orange a créé des packages tout-en-un qui répondent aux besoins variés de ses clients. Cette convergence offre non seulement commodité et économie, mais également une plateforme sur laquelle bâtir une expérience de divertissement hors pair. Wido TV : L'Innovation au Bout de Votre Télécommande Wido, de son côté, est plus qu'une simple plateforme de streaming. Elle représente l'innovation, la variété et l'accès à une myriade de contenus captivants. Des films à succès aux séries originales en passant par les événements sportifs en direct, Wido TV propose une bibliothèque diversifiée qui saura satisfaire les goûts de chacun. Toutefois, c'est l'association avec les offres convergentes d'Orange qui propulse Wido TV dans une nouvelle dimension, créant une expérience de divertissement immersive et sans égale. Le Point de Convergence : Un Divertissement Sans Limites L'essence même des offres convergentes d'Orange réside dans la facilité d'utilisation et la cohérence qu'elles apportent à la vie numérique moderne. Ces offres vous permettent de passer d'une activité à l'autre sans heurts, de la navigation sur Internet à la consultation de vos courriels, et maintenant, à l'exploration de Wido TV pour un contenu de divertissement exceptionnel. Imaginez la possibilité de commencer à regarder un film sur votre téléviseur, de le poursuivre sur votre tablette lors de vos déplacements, puis de le terminer sur votre smartphone confortablement installé dans votre lit. Cette flexibilité est le fruit de la collaboration entre Orange et Wido TV Expérience de Streaming Optimisée : La Qualité Avant Tout Une expérience de streaming de haute qualité est le moteur d'une expérience de divertissement réussie. Avec la collaboration d'Orange, Wido TV assure une qualité de streaming à la hauteur des attentes. Grâce à la connectivité fiable et rapide d'Orange, les utilisateurs peuvent profiter de films, d'émissions et d'événements sportifs en direct sans interruptions agaçantes dues aux lenteurs de chargement des vidéos. La haute définition prend vie, offrant une immersion totale dans chaque instant capturé à l'écran. En unissant leurs forces, Orange et Wido TV ont créé une alliance puissante qui marie connectivité transparente et richesse de contenus divertissants. Les offres convergentes d'Orange et Wido TV transcendent les limites traditionnelles du divertissement, offrant une expérience immersive, flexible et passionnante. Que vous soyez un cinéphile avide, un amateur de séries ou un fanatique du sport, cette collaboration révolutionnaire réinvente la manière dont vous consommez et appréciez vos contenus préférés. Plongez dans un monde de divertissement sans limites avec Orange et Wido TV, où chaque instant est une aventure captivante qui vous attend. Pour plus d’information sur l’application Wido, contacter le service client sur Whatsapp au 771310101 Lien de téléchargement de Wido : https://bit.ly/37jWv0U"
Découvrez l'Innovation de l'E-Sim de Orange,"Apple dévoile une nouvelle série iPhone exclusive eSim. L'intégration de l'eSIM suscite un grand intérêt, surtout au Sénégal. Pour les utilisateurs sénégalais, depuis l'iPhone 14, Apple impose désormais l'utilisation exclusive de l'eSIM. Il est important de souligner que bien que cela puisse sembler nouveau, l'eSIM n'est pas une idée récente. De nombreux fabricants, Apple compris, l'ont déjà adoptée il y a quelques années. Contrairement aux États-Unis, où la carte SIM physique (nano SIM) est progressivement supprimée, l'option reste ouverte en Europe. Si vous envisagez de migrer définitivement vers l'eSIM, cet article vous offre un guide adapté. L'Essence de l'eSIM ESIM est l’abréviation pour ""embedded SIM"" (carte SIM intégrée), il se présente comme une version numérique de la carte SIM physique que nous connaissons tous. Sa particularité réside dans son intégration directe dans le téléphone, éliminant le besoin de manipuler une carte physique. L'activation est simple, suivant un processus bien défini. Pour les iPhones, Apple précise qu'un utilisateur peut activer jusqu'à huit eSIM en même temps, avec la possibilité d'en utiliser deux simultanément. Cette caractéristique est particulièrement bénéfique pour les voyageurs réguliers explorant des destinations internationales. Activation de l'eSIM sur l'iPhone : L'activation de l'eSIM varie en fonction de vos besoins. Plusieurs options s'offrent à vous, du transfert d'une carte SIM d'un autre iPhone à l'activation d'une eSIM pour un usage initial. Transfert d'une Carte SIM ou eSIM d'un iPhone à l'Autre Pour transférer votre carte SIM, commencez par accéder aux ""Réglages"". Ensuite, cliquez sur ""Cellulaire"", puis ""Ajouter un forfait cellulaire"" sur le nouvel iPhone. Sélectionnez ensuite votre forfait cellulaire pour initier le processus de transfert. Si vous ne voyez pas plusieurs numéros, appuyez sur ""Transférer depuis un autre appareil"". Cette fonctionnalité requiert que les deux appareils (l'ancien et le nouveau) exécutent iOS 16 ou une version plus récente. L'ancien iPhone affichera ensuite des instructions spécifiques. En appuyant sur ""Transférer"", le processus démarre. Parfois, un code de vérification peut être requis, affiché sur votre nouvel iPhone et à saisir. Attendez ensuite l'activation du plan cellulaire sur votre iPhone. À ce stade, de nouvelles directives s'afficheront. Suivez ces étapes pour finaliser le transfert de l'ancienne carte SIM vers la nouvelle eSIM. En conclusion, la transition vers l'eSIM avec l'iPhone ouvre de nouvelles opportunités en matière de connectivité et de mobilité. Cette innovation ne reflète pas seulement un progrès technologique, mais également l'engagement d'Apple à simplifier et améliorer l'expérience des utilisateurs. Que vous soyez un voyageur assidu ou que vous recherchiez simplement une solution plus pratique, l'eSIM offre une alternative séduisante pour rester connecté dans un monde en constante évolution. Pour en savoir davantage sur l'intégration de l'eSIM avec votre iPhone et les services d'Orange au Sénégal, nous vous invitons à consulter le site officiel d'Orange Sénégal."
Comment localiser votre iPhone en cas de perte ou de vol : Guide complet,"Perdre son iPhone ou se faire voler son précieux appareil peut être une expérience stressante. Heureusement, Apple propose une fonctionnalité puissante appelée ""Localiser mon iPhone"" qui peut vous aider à retrouver votre appareil égaré. Dans cet article, nous vous présenterons un guide complet sur la façon de localiser votre iPhone en cas de perte ou de vol. De la configuration de la fonction ""Localiser mon iPhone"" à l'utilisation de l'application ""Localiser"" sur un autre appareil, nous vous expliquerons étape par étape comment tirer parti de cette fonctionnalité pour retrouver votre iPhone en toute simplicité. Configuration de ""Localiser mon iPhone La première étape pour pouvoir localiser votre iPhone en cas de perte ou de vol consiste à activer la fonction ""Localiser mon iPhone"" sur votre appareil. Cette fonctionnalité est intégrée à tous les appareils Apple et vous permet de localiser votre iPhone , de le verrouiller ou de l'effacer à distance pour protéger vos données personnelles. Pour activer ""Localiser mon iPhone"", suivez ces étapes simples : Accédez aux paramètres de votre iPhone. Appuyez sur votre nom en haut de l'écran pour accéder à votre compte Apple. Sélectionnez ""Localiser"" dans la liste des paramètres iCloud. Activez l'interrupteur ""Localiser mon iPhone"". Une fois que la fonctionnalité est activée, votre iPhone sera associé à votre compte Apple, ce qui vous permettra de le localiser à distance depuis n'importe quel autre appareil Apple ou en accédant à www.iCloud.com depuis un navigateur web. Localiser votre iPhone En cas de perte ou de vol de votre iPhone, vous pouvez utiliser l'application ""Localiser"" sur un autre appareil Apple pour localiser votre téléphone. Voici comment procéder : 1. Sur un autre iPhone, iPad ou iPod touch : Ouvrez l'application ""Localiser"" et connectez-vous avec le même compte Apple que celui utilisé sur l'iPhone perdu. Sélectionnez l'appareil dans la liste des appareils disponibles pour voir sa position sur une carte. Si l'appareil égaré est hors ligne, vous pourrez voir sa dernière position connue. 2. Sur un Mac : Ouvrez l'application ""Localiser"" depuis le Launchpad ou accédez à iCloud.com depuis un navigateur web, puis connectez-vous avec votre compte Apple. Cliquez sur ""Localiser mon iPhone"" et sélectionnez l'appareil perdu dans la liste des appareils pour afficher sa position sur une carte. 3. Sur un appareil Android ou un navigateur web : Vous pouvez également utiliser le site iCloud.com pour accéder à ""Localiser mon iPhone"" et localiser votre appareil perdu en vous connectant avec votre compte Apple. Options supplémentaires de ""Localiser mon iPhone"" Outre la localisation de votre iPhone, l'application ""Localiser"" vous offre des options supplémentaires pour protéger vos données et votre vie privée en cas de perte ou de vol. Voici quelques-unes des fonctionnalités supplémentaires : 1. Mode Perdu : Si vous ne pouvez pas récupérer votre iPhone immédiatement, vous pouvez activer le ""Mode Perdu"" pour verrouiller votre appareil à distance avec un code d'accès. Ensuite vous pourrez afficher un message personnalisé avec vos coordonnées pour que la personne qui le trouve puisse vous contacter. Enfin vous pouvez également suivre les déplacements de votre appareil en mode perdu. 2. Effacer l'iPhone : Si vous pensez que votre iPhone a été volé et que vous ne pouvez pas récupérer l'appareil, vous avez la possibilité d'effacer toutes vos données à distance . Cette action supprimera toutes les informations présentes sur votre iPhone, y compris vos photos, messages, contacts et autres données personnelles. Utilisation de la fonction ""Localiser mon iPhone"" sans connexion Internet Il peut arriver que votre iPhone soit égaré dans un endroit où il n'y a pas de connexion Internet disponible. Dans ce cas, vous pouvez tout de même utiliser la fonction ""Localiser mon iPhone"" grâce à certaines options disponibles. 1. Localiser l'appareil hors ligne : Si votre iPhone est hors ligne, vous pourrez voir sa dernière position connue lorsque vous accéderez à l'application ""Localiser"" sur un autre appareil Apple ou sur iCloud.com. Dès que votre iPhone se connecte à Internet, sa position est automatiquement mise à jour. 2. Activer les notifications par e-mail : Vous pouvez également activer les notifications par e-mail dans les paramètres de ""Localiser mon iPhone"". Ainsi, si votre iPhone se connecte à Internet, vous recevrez un e-mail vous informant de sa position. 3. Utiliser le mode perdu : Si vous activez le ""Mode Perdu"" sur votre iPhone égaré, dès qu'il se connecte à Internet, les actions que vous avez définies dans le mode perdu (comme le verrouillage de l'appareil avec un code d'accès) seront effectuées. En conclusion, la fonction ""Localiser mon iPhone"" d'Apple est un outil puissant pour localiser votre appareil égaré en cas de perte ou de vol. En activant cette fonctionnalité et en suivant les étapes simples pour localiser votre iPhone depuis un autre appareil Apple ou un navigateur web, vous pouvez avoir l'esprit tranquil en sachant que vos données personnelles sont en sécurité et que vous pouvez retrouver votre iPhone rapidement et facilement en cas de besoin."
Maintenant que Orange et Moi et Orange Money sont sur la même application si j’ai une réclamation à qui je dois l’adresser?,«Ibou » votre conseiller client préféré est présent dans Max it et saura répondre à toutes vos questions concernant les univers Orange ou Orange Money. Envoyer lui un message et il vous répondra dans les plus brefs délais pour prendre en charge votre besoin.
"Découvrez la Nouvelle Gamme Apple chez Orange Sénégal : iPhone 15, Performances Époustouflantes et Pass Internet Offert!","Découvrez la Nouvelle Gamme Apple chez Orange Sénégal : iPhone 15, Performances Époustouflantes et Pass Internet Offert! Bienvenue dans le monde de l'innovation technologique avec la nouvelle gamme Apple, désormais disponible chez Orange Sénégal. Que vous soyez un amateur de haute technologie ou à la recherche du dernier bijou technologique, les tout nouveaux iPhone 15, 15 Plus, 15 Pro et 15 Pro Max sont prêts à vous éblouir. Associés à des capacités de mémoire interne allant jusqu'à 512 Go, ces appareils sont conçus pour répondre à toutes vos exigences. Plongeons dans les détails fascinants de ces nouveaux joyaux de la technologie. Choisissez Votre Puissance: La gamme iPhone 15 offre des options de mémoire interne généreuses, allant de 128 Go à 512 Go. Que vous soyez amateur de photos haute résolution, de jeux intensifs ou de stockage de fichiers importants, vous trouverez la capacité qui correspond à vos besoins. Ne laissez aucune limite entraver votre expérience mobile. Dynamic Island: Ne Ratez Rien! Expérimentez le Dynamic Island, une fonctionnalité innovante qui fait remonter en temps réel vos alertes et activités. Plus question de manquer un seul moment important de votre vie numérique. Restez connecté et informé, où que vous soyez, grâce à cette fonctionnalité révolutionnaire. Performances Graphiques Époustouflantes: Les nouveaux iPhone 15 sont équipés des puces A16 Bionic chip et A17 Pro chip, offrant des performances graphiques à couper le souffle. Que vous soyez amateur de jeux vidéo ou que vous travailliez sur des applications gourmandes en ressources, ces puces garantissent une expérience fluide et réactive. iOS 17: Explorez de Nouveaux Horizons: Plongez dans l'univers captivant d'iOS 17, le système d'exploitation dernier cri d'Apple. Bénéficiez d'une interface utilisateur intuitive, de fonctionnalités améliorées et d'une sécurité renforcée pour une expérience mobile sans compromis. Pass Internet de 10 Go Offert: Pour rendre cette expérience encore plus spéciale, Orange Sénégal offre un pass Internet de 10 Go, valable pendant un mois. Restez connecté, naviguez sans souci et profitez de toutes les fonctionnalités extraordinaires de votre nouvel iPhone. Accessoires Certifiés d'Origine: Complétez votre expérience Apple avec des accessoires certifiés d'origine disponibles chez Orange Sénégal. Offrez-vous les tout nouveaux AirPods Pro 2 compatibles USB-C pour une qualité audio exceptionnelle. Explorez également l'Apple Watch Series 9 (GPS) en versions 41 ou 45 mm, ou optez pour l'Apple Watch Ultra 2 de 49 mm pour une expérience encore plus avancée. Ne manquez pas l'opportunité d'explorer la nouvelle gamme Apple chez Orange Sénégal. Choisissez la puissance, la performance et l'innovation avec les iPhones 15, et plongez dans un monde de connectivité et de divertissement. Visitez dès maintenant https://boutique.orange.sn/brand/Apple pour découvrir et commander ces incroyables produits Apple. Profitez de la technologie de pointe avec Orange Sénégal !"
Max It d'Orange : Tout l'univers des offres et services au bout de vos doigts !,"Découvrez Max It, la toute nouvelle application révolutionnaire d'Orange, conçue pour simplifier votre expérience mobile, Fixe (Wifi) et Orange Money . Avec Max It, Orange fusionne les fonctionnalités puissantes de ses applications phares, Orange et Moi, Orange Money, les services d'assistance d'Ibou, et la boutique en ligne dans une seule plateforme conviviale. Les fonctionnalités clés de Max It : Accès centralisé : Max It vous offre un point d'accès unique à l'univers complet des offres et services mobiles et financiers d'Orange. Plus besoin de jongler entre différentes applications, Max It a tout rassemblé pour vous. Gestion complète du compte : Suivez et gérez votre compte Orange en toute simplicité. Consultez votre solde, gérez votre forfait mobile ou fixe, et restez informé sur votre consommation, le tout à partir d'une seule application. Services Orange Money : Max It intègre les services financiers d'Orange Money, vous permettant d'effectuer des transactions en toute sécurité, de recharger votre crédit mobile, payer des services et bien plus encore, directement depuis l'application. Services Orange Money : Max It intègre les services financiers d'Orange Money, vous permettant d'effectuer des transactions en toute sécurité, de recharger votre crédit mobile, payer des services et bien plus encore, directement depuis l'application. Assistance personnalisée avec Ibou : Besoin d'aide ? Max It intègre les services d'assistance d'Ibou, vous offrant un support personnalisé pour répondre à toutes vos questions et résoudre vos problèmes rapidement. Boutique en ligne : Parcourez et achetez les derniers appareils et accessoires directement depuis l'application Max It. Profitez d'une expérience de shopping en ligne pratique et sécurisée. Comment télécharger Max It Max It est disponible sur les plateformes Play Store et Apple Store. Téléchargez dès maintenant l'application en cliquant sur Télécharger Avec Max It d’Orange profitez de toutes ces fonctionnalités au bout de vos doigts."
Paiement abonnement Veedz TV via Orange Money,"Veedz TV est une plateforme de Streaming TV de Digital Virgo partenaire d’Orange qui permet aux clients de regarder des chaines de TV en Live et en Rediffusion. Il peut aussi suivre des films et des séries disponibles sur l’application. Tous les clients Mobiles disposant d’un terminal 3 et /ou 4 G et d’un compte Orange Money sont éligibles à ce service. Comment accéder à l’interface ? URL pour souscrire au service : https://promo-sn.veedz.tv/offres-lp_jackpot La souscription démarre à partir de 100F/jour via crédit téléphonique, 200F par semaine ou 1500F via Orange Money"
S’cool Game : Joue et tente de gagner un ordinateur Lenovo,"Du mardi 01 octobre au mardi 31 octobre 2023, les clients Jamono New S’cool pourront tenter de gagner des ordinateurs Lenovo V15 Core I5 en participant au jeu S’cool Game. En effet, tous les participants de la période participeront automatiquement au tirage au sort qui aura lieu le 02 novembre 2023. Rappel du mécanisme de jeu S’cool Game : Pour jouer, le principe est simple : il suffit d’être un client Jamono New S’cool et d’acheter un illimix jour, semaine ou mois pour tenter d’être parmi les deux gagnants par tirage au sort. Le client a la possibilité de vérifier instantanément si son achat d’Illimix lui a permis de gagner en se rendant directement sur la page : https://orange.sn/scoolgame Le jeu devra être effectué pendant que son illimix est en cours de validité et un achat donne droit à une tentative de jeu. Plus le client achète des illimix, plus il a de chances de jouer et gagner. Ainsi, en plus de son lot qu’il peut gagner en instantané, deux clients auront la chance d’être tirés au sort pour gagner les deux ordinateurs Lenovo. Ils seront contactés dans un délai de 5 jour ouvré après le tirage du 02 novembre 2023 pour être informés des formalités de remise."
Accéder à internet mobile : Orange offre une migration 2G/3G vers la 4G,"Pour accélérer l’équipement en 4G, Orange propose à des clients ciblés un échange de leurs terminaux 2 ou 3G à des tarifs préférentiels. Le client pourra choisir les Nola Fun et Fun 2 et le Nola Play à 14 900 Fcfa, ou le le TCL 403, le Tecno R7+ ou Alcatel 1 Néo à 24 900 Fcfa. Bénéfices client : Un pass de 4,5 GO Offert : 2,5Go puis 1Go/mois pendant 2 mois au #141# utilisable uniquement en 4G. Le client profite de son smartphone 4G de qualité et du meilleur réseau. Conditions : • Le client doit remettre son ancien terminal 2G/3G pour le swap • Le pass offert est positionné sur le numéro du client qui s’enregistre • Les smartphones sont brandés Orange et simlockés partiellement."
Evolution bouquet Canal+ Sénégal,"Désormais le bouquet Access+ de Canal+ est enrichi de nouvelles chaines et devient plus attractif. Quant au bouquet Essentiel+, il a été supprimé du catalogue et il ne sera plus possible d’y souscrire. Le réabonnement pour le bouquet Access + est maintenant à 15 000 F CFA / mois Pour rappel, le réabonnement aux bouquets Canal+ est un service gratuit sur Orange Money. Voir les bouquets sur www.canalplus-afrique.com"
Tecno Camon 20 et Camo Tecno Camon 20 et Camon 20 Pro chez Orange n 20 Pro chez Orange,"Tecno Camon 20 à partir de 114.000 et Camon 20 Pro à partir 1730.000 sont disponibles chez Orange ! Profiter des nouvelles références de la Gamme Tecno avec : un grand écran de 6.6 pouce, une bonne capacité de stockage de 256 GB une batterie 5000 mAh pour garantir un usage longue durée et profiter pleinement du smartphone. Avec ces nouveaux bijoux vivez vos émotions en action. Un pass Internet de 4,5Go est offert aux clients prépayés: 2,5 Go puis 1Go/mois pendant 2 mois avec une validité de 7 jours, utilisable uniquement en 4G au #141#. Plus d'info sur https://boutique.orange.sn/hub/mobile"
Tecno Camon 20 et Camo Tecno Camon 20 et Camon 20 Pro chez Orange n 20 Pro chez Orange,"Tecno Camon 20 à partir de 114.000 et Camon 20 Pro à partir 1730.000 sont disponibles chez Orange ! Profiter des nouvelles références de la Gamme Tecno avec : un grand écran de 6.6 pouce, une bonne capacité de stockage de 256 GB une batterie 5000 mAh pour garantir un usage longue durée et profiter pleinement du smartphone. Avec ces nouveaux bijoux vivez vos émotions en action. Un pass Internet de 4,5Go est offert aux clients prépayés: 2,5 Go puis 1Go/mois pendant 2 mois avec une validité de 7 jours, utilisable uniquement en 4G au #141#."
Le wifi 6 extender ZTE H3601P disponible chez Orange,Le wifi 6 extender ZTE H3601P disponible chez Orange à partir de 29000F CFA Un nouveau point d'accès ZXHN H3601P est disponible pour les offres de la gamme Fibre et Keurgui. Le client aura la Possibilité d’atteindre des vitesses Wi-Fi et Gigabit Ethernet allant jusqu'à 30 000. Mbps. Il offre une couverture WiFi performante pour toute la maison. La fonction WIFI-Mesh avec les box ZTE F680 et H288. La possibilité d’utiliser plusieurs appareils pour étendre le signal Wi-Fi à toute la maison. Rendez-vous sur la boutique en ligne de Orange pour plus d’infos.
